"PlayerID","GameID","Name","minutes","Team","is_starter","matchup","description","Date"
"7cd3d7f6-096f-4d76-8e56-6d21ae4ebd24","759e6871-9b6a-4411-a1ca-2c4230517844","DeMar DeRozan",38.78,"SAC",1,"SAC v ATL","W 123 - 115",2024-11-01
"7d14ae5c-3cd3-4a01-a4ee-0b9d8502abac","f8a62afb-43df-4dfd-8806-63e798078aa2","Max Christie",13.27,"LAL",0,"LAL v TOR","W 131 - 125",2024-11-01
"80ca50c1-f50e-416c-9ccd-024087b8d0aa","759e6871-9b6a-4411-a1ca-2c4230517844","Keaton Wallace",29.3,"ATL",0,"SAC v ATL","L 115 - 123",2024-11-01
"8248c4ba-a648-471f-a557-4a827d95ba81","759e6871-9b6a-4411-a1ca-2c4230517844","Kevin Huerter",24.33,"SAC",1,"SAC v ATL","W 123 - 115",2024-11-01
"8253a952-27c6-4cc9-bb8e-8899bb5ea63a","aedb1cb2-502d-4d42-b004-f1b5b2927478","Jamal Cain",9.05,"NOP",0,"IND v NOP","W 125 - 118",2024-11-01
"8265dee8-af1f-4915-8b74-39fc55016488","c4991435-65e6-44e7-875e-b8b9286f1c0e","Jalen Williams",26.28,"OKC",1,"OKC v POR","W 137 - 114",2024-11-01
"834745c1-ca84-411d-82fd-6d62bd8afac5","759e6871-9b6a-4411-a1ca-2c4230517844","Keon Ellis",19.4,"SAC",0,"SAC v ATL","W 123 - 115",2024-11-01
"871f4d7b-a8a4-412c-b2ac-e6cb7aa10106","77f4f00e-8714-4989-b6bf-ff61d94ab393","Jonathan Isaac",16.58,"ORL",0,"CLE v ORL","L 109 - 120",2024-11-01
"87f374c2-e61e-4f2a-accc-dfb9eacfe99c","35078d2a-1439-4ee7-bc21-c69b9f9edfc2","Nic Claxton",24.47,"BKN",0,"BKN v CHI","W 120 - 112",2024-11-01
"885181b9-8d19-48fa-a795-33b4257f8873","f8a62afb-43df-4dfd-8806-63e798078aa2","Jamal Shead",14.8,"TOR",0,"LAL v TOR","L 125 - 131",2024-11-01
"8a0e3b7e-137c-47bb-9e67-cf6c018ec5d4","f8a62afb-43df-4dfd-8806-63e798078aa2","Ja'Kobe Walter",21.87,"TOR",0,"LAL v TOR","L 125 - 131",2024-11-01
"8a891f7d-6c51-4ebe-ab70-cbf32d15974a","54fc08f3-c04d-45dd-b012-b9cfbc42c673","Ronald Holland II",22.45,"DET",0,"DET v NYK","L 98 - 128",2024-11-01
"8c6b4918-17fe-4a98-8e7e-08d4789861d1","759e6871-9b6a-4411-a1ca-2c4230517844","Clint Capela",28.8,"ATL",1,"SAC v ATL","L 115 - 123",2024-11-01
"8cf91449-ebde-4a93-a16a-f223c645c340","759e6871-9b6a-4411-a1ca-2c4230517844","Trae Young",42.3,"ATL",1,"SAC v ATL","L 115 - 123",2024-11-01
